path;start_sec;end_sec;mark;sentence;duration;prediction;phones;timestamps;wer;mer;wil;cer
./audios/SP_DID_018_0.00488_5.89083.wav;0,00488;5,89083;doutor Junker nós então queríamos perguntar ao senhor... alguma coisa sobre a sua experiência de fazenda;doutor junker nós então queríamos perguntar ao senhor alguma coisa sobre a sua experiência de fazenda;5,88595;do todum que iro nóss então teramos e perguntar ao senhor alguma coisa sobre a sua experiência de fazer;tutozumkelmasentasegunspeʁuntalsinualgumakozasodasuspedifedfazeli;[{'text': 'do', 'timestamp': (0.12, 0.18)}, {'text': 'todum', 'timestamp': (0.24, 0.48)}, {'text': 'que', 'timestamp': (0.58, 0.64)}, {'text': 'iro', 'timestamp': (0.66, 0.76)}, {'text': 'nóss', 'timestamp': (0.82, 1.0)}, {'text': 'então', 'timestamp': (1.08, 1.28)}, {'text': 'teramos', 'timestamp': (1.38, 1.62)}, {'text': 'e', 'timestamp': (1.68, 1.7)}, {'text': 'perguntar', 'timestamp': (1.76, 2.12)}, {'text': 'ao', 'timestamp': (2.22, 2.26)}, {'text': 'senhor', 'timestamp': (2.36, 2.6)}, {'text': 'alguma', 'timestamp': (3.48, 3.76)}, {'text': 'coisa', 'timestamp': (3.9, 4.12)}, {'text': 'sobre', 'timestamp': (4.26, 4.46)}, {'text': 'a', 'timestamp': (4.5, 4.52)}, {'text': 'sua', 'timestamp': (4.56, 4.68)}, {'text': 'experiência', 'timestamp': (4.74, 5.24)}, {'text': 'de', 'timestamp': (5.32, 5.36)}, {'text': 'fazer', 'timestamp': (5.46, 5.74)}];0,5;0,42105263157894735;0,6019736842105263;0,1782178217821782
./audios/SP_DID_018_5.89083_11.53768.wav;5,89083;11,53768;experiência nesse caso... ih ah no sentido de descrever por exemplo a casa da fazenda;experiência nesse caso ih ah no sentido de descrever por exemplo a casa da fazenda;5,64685;experiancia nesse caso  a não senos descrezia por exemplo a casa da fazenda;spiljɛtenesɪkaːlovuanosusbisterevibolɪɛbakadodafazɛn;[{'text': 'experiancia', 'timestamp': (0.06, 0.46)}, {'text': 'nesse', 'timestamp': (0.54, 0.74)}, {'text': 'caso', 'timestamp': (0.88, 1.24)}, {'text': 'a', 'timestamp': (2.38, 2.4)}, {'text': 'não', 'timestamp': (2.76, 2.82)}, {'text': 'senos', 'timestamp': (2.9, 3.08)}, {'text': 'descrezia', 'timestamp': (3.22, 3.94)}, {'text': 'por', 'timestamp': (4.06, 4.14)}, {'text': 'exemplo', 'timestamp': (4.22, 4.52)}, {'text': 'a', 'timestamp': (4.6, 4.62)}, {'text': 'casa', 'timestamp': (4.74, 5.0)}, {'text': 'da', 'timestamp': (5.1, 5.16)}, {'text': 'fazenda', 'timestamp': (5.26, 5.6)}];0,4666666666666667;0,4666666666666667;0,6717948717948719;0,17073170731707318
./audios/SP_DID_018_12.47207_13.97424.wav;12,47207;13,97424;para começar se o senhor se lembra;para começar se o senhor se lembra;1,5021699999999996;pra começasse o seu ce lembra;akomɛnsvasusyrsevɛmbrɛ;[{'text': 'pra', 'timestamp': (0.02, 0.12)}, {'text': 'começasse', 'timestamp': (0.18, 0.64)}, {'text': 'o', 'timestamp': (0.7, 0.72)}, {'text': 'seu', 'timestamp': (0.76, 0.84)}, {'text': 'ce', 'timestamp': (0.96, 1.02)}, {'text': 'lembra', 'timestamp': (1.12, 1.42)}];0,7142857142857143;0,7142857142857143;0,9047619047619048;0,23529411764705882
./audios/SP_DID_018_56.16052_57.01052.wav;56,16052;57,01052;e iluminação?;e iluminação;0,8500000000000014;iluminato;inunato;[{'text': 'iluminato', 'timestamp': (1.04, 1.66)}];1,0;1,0;1,0;0,3333333333333333
./audios/SP_DID_018_76.22865_76.71242.wav;76,22865;76,71242;uhum;aham;0,4837699999999927;oda;do;[{'text': 'oda', 'timestamp': (1.06, 1.28)}];1,0;1,0;1,0;0,75
./audios/SP_DID_018_102.79766_105.57316.wav;102,79766;105,57316;e o tipo de terreno onde situava a fazenda?;e o tipo de terreno onde situava a fazenda;2,775500000000008;e o tipo de terreno ôniciopau a fazenda;iːiːkodɪteveːmosutbaːlafavɛndɛ;[{'text': 'e', 'timestamp': (0.02, 0.04)}, {'text': 'o', 'timestamp': (0.1, 0.12)}, {'text': 'tipo', 'timestamp': (0.24, 0.48)}, {'text': 'de', 'timestamp': (0.56, 0.6)}, {'text': 'terreno', 'timestamp': (0.72, 1.16)}, {'text': 'ôniciopau', 'timestamp': (1.26, 1.86)}, {'text': 'a', 'timestamp': (2.02, 2.04)}, {'text': 'fazenda', 'timestamp': (2.14, 2.66)}];0,2222222222222222;0,2222222222222222;0,3194444444444444;0,21428571428571427
./audios/SP_DID_018_105.57316_108.56417.wav;105,57316;108,56417;era um terreno plano ou um terreno mais acidentado?;era um terreno plano ou um terreno mais acidentado;2,991010000000003;vão pegando plano ou um terreno maiso caventado;vobegɛneplanooltejemakaventaʁ;[{'text': 'vão', 'timestamp': (0.1, 0.16)}, {'text': 'pegando', 'timestamp': (0.22, 0.46)}, {'text': 'plano', 'timestamp': (0.64, 0.98)}, {'text': 'ou', 'timestamp': (1.16, 1.22)}, {'text': 'um', 'timestamp': (1.36, 1.4)}, {'text': 'terreno', 'timestamp': (1.48, 1.76)}, {'text': 'maiso', 'timestamp': (1.84, 2.02)}, {'text': 'caventado', 'timestamp': (2.12, 2.76)}];0,5555555555555556;0,5555555555555556;0,7777777777777778;0,3
./audios/SP_DID_018_124.67307_125.89033.wav;124,67307;125,89033;acidentada por quê?;acidentada por quê;1,2172600000000102;acidiantada por quê;sdiʁtadapuxkiː;[{'text': 'acidiantada', 'timestamp': (0.06, 0.62)}, {'text': 'por', 'timestamp': (0.78, 0.88)}, {'text': 'quê', 'timestamp': (1.04, 1.14)}];0,3333333333333333;0,3333333333333333;0,5555555555555556;0,1111111111111111
./audios/SP_DID_018_132.88582_133.24044.wav;132,88582;133,24044;uhum;aham;0,35462000000001126;o;;[{'text': 'o', 'timestamp': (1.06, 1.08)}];1,0;1,0;1,0;1,0
./audios/SP_DID_018_139.07031_141.06401.wav;139,07031;141,06401;e o que que se cultivava na fazenda?;e o que que se cultivava na fazenda;1,9936999999999898;e o quem que se cultivar na favela;ultɪksɪputaːonafalɛ;[{'text': 'e', 'timestamp': (0.06, 0.08)}, {'text': 'o', 'timestamp': (0.18, 0.2)}, {'text': 'quem', 'timestamp': (0.26, 0.36)}, {'text': 'que', 'timestamp': (0.44, 0.5)}, {'text': 'se', 'timestamp': (0.54, 0.6)}, {'text': 'cultivar', 'timestamp': (0.68, 1.12)}, {'text': 'na', 'timestamp': (1.32, 1.4)}, {'text': 'favela', 'timestamp': (1.48, 1.92)}];0,375;0,375;0,609375;0,17142857142857143
