path;start_sec;end_sec;mark;sentence;duration;prediction;phones;timestamps;wer;mer;wil;cer
./audios/SP_D2_360_4.1183_11.1106.wav;4,1183;11,1106;a senhora... procurou dar espaço de tempo entre um e OUtro... [ou aconteceu;a senhora procurou dar espaço de tempo entre um e outro ou aconteceu;6,9923;a senhora procurou dar espates de tempo vatrir umdo outro acontecer;aslaɾaɾugurodaespasostenpasɾidotroakontetinaxoxoldela;[{'text': 'a', 'timestamp': (0.06, 0.08)}, {'text': 'senhora', 'timestamp': (0.16, 0.44)}, {'text': 'procurou', 'timestamp': (1.38, 1.72)}, {'text': 'dar', 'timestamp': (1.8, 1.86)}, {'text': 'espates', 'timestamp': (1.94, 2.36)}, {'text': 'de', 'timestamp': (2.42, 2.46)}, {'text': 'tempo', 'timestamp': (2.56, 2.76)}, {'text': 'vatrir', 'timestamp': (2.82, 3.08)}, {'text': 'umdo', 'timestamp': (3.16, 3.34)}, {'text': 'outro', 'timestamp': (3.42, 3.82)}, {'text': 'acontecer', 'timestamp': (5.54, 6.06)}];0,46153846153846156;0,46153846153846156;0,6573426573426573;0,19117647058823528
./audios/SP_D2_360_11.46261_11.70029.wav;11,46261;11,70029;isso;isso;0,237680000000001;e;;[{'text': 'e', 'timestamp': (1.04, 1.06)}];1,0;1,0;1,0;1,0
./audios/SP_D2_360_268.92422_270.02663.wav;268,92422;270,02663;[tranqui::la;tranquila;1,1024100000000203;televasi aada;trhakasujsiːosidaː;[{'text': 'televasi', 'timestamp': (0.04, 0.34)}, {'text': 'aada', 'timestamp': (0.46, 0.92)}];2,0;1,0;1,0;1,1111111111111112
./audios/SP_D2_360_586.73626_588.67112.wav;586,73626;588,67112;[os seus filhos estão com que idade [(Heloísa)?;os seus filhos estão com que idade heloísa;1,9348599999999578;seus filhos essão que idáre noeco;elosfilzstaŋukidadekon;[{'text': 'seus', 'timestamp': (0.16, 0.32)}, {'text': 'filhos', 'timestamp': (0.4, 0.6)}, {'text': 'essão', 'timestamp': (0.66, 0.84)}, {'text': 'que', 'timestamp': (1.0, 1.1)}, {'text': 'idáre', 'timestamp': (1.14, 1.46)}, {'text': 'noeco', 'timestamp': (1.52, 1.8)}];0,625;0,625;0,8125;0,38095238095238093
./audios/SP_D2_360_589.3791_593.51168.wav;589,3791;593,51168;[e eles têm noção de ho::ras... noção [de:: hoRÁrio?;e eles têm noção de horas noção de horário;4,132579999999962;eles têm opção de horas noção de olha nouralho;ɪtɪŋovsaŋdɔrəznossatiːmɔlɛnɔzwuraːju;[{'text': 'eles', 'timestamp': (0.04, 0.22)}, {'text': 'têm', 'timestamp': (0.28, 0.36)}, {'text': 'opção', 'timestamp': (0.46, 0.66)}, {'text': 'de', 'timestamp': (0.76, 0.82)}, {'text': 'horas', 'timestamp': (0.88, 1.52)}, {'text': 'noção', 'timestamp': (2.02, 2.36)}, {'text': 'de', 'timestamp': (2.54, 2.64)}, {'text': 'olha', 'timestamp': (2.92, 3.08)}, {'text': 'nouralho', 'timestamp': (3.16, 3.9)}];0,4444444444444444;0,4;0,5555555555555556;0,30952380952380953
./audios/SP_D2_360_599.95067_600.27299.wav;599,95067;600,27299;uhum;aham;0,3223200000001043;uo;;[{'text': 'uo', 'timestamp': (1.04, 2.24)}];1,0;1,0;1,0;1,0
./audios/SP_D2_360_667.40409_669.7703.wav;667,40409;669,7703;[quanto tempo demora... essa refeição?;quanto tempo demora essa refeição;2,3662100000000237;quanto tempo demora essa receição;onmpozewɒraɪkɛahifeːst;[{'text': 'quanto', 'timestamp': (0.0, 0.2)}, {'text': 'tempo', 'timestamp': (0.32, 0.52)}, {'text': 'demora', 'timestamp': (0.6, 1.06)}, {'text': 'essa', 'timestamp': (1.5, 1.66)}, {'text': 'receição', 'timestamp': (1.74, 2.18)}];0,2;0,2;0,3599999999999999;0,030303030303030304
./audios/SP_D2_360_1163.41647_1167.82163.wav;1163,41647;1167,82163;[e qual é o prazo Heloísa que eles dão... para os concursados assumirem?;e qual é o prazo heloísa que eles dão para os concursados assumirem;4,4051600000000235;qual é o prazo luíza que eles dão faros concursados a summido;baoprazodosakidistoŋpakoŋfusablassuid;[{'text': 'qual', 'timestamp': (0.16, 0.26)}, {'text': 'é', 'timestamp': (0.38, 0.4)}, {'text': 'o', 'timestamp': (0.46, 0.48)}, {'text': 'prazo', 'timestamp': (0.62, 1.0)}, {'text': 'luíza', 'timestamp': (1.12, 1.46)}, {'text': 'que', 'timestamp': (1.56, 1.64)}, {'text': 'eles', 'timestamp': (1.68, 1.82)}, {'text': 'dão', 'timestamp': (1.96, 2.06)}, {'text': 'faros', 'timestamp': (2.74, 3.06)}, {'text': 'concursados', 'timestamp': (3.14, 3.8)}, {'text': 'a', 'timestamp': (3.84, 3.86)}, {'text': 'summido', 'timestamp': (3.96, 4.36)}];0,46153846153846156;0,46153846153846156;0,6858974358974359;0,208955223880597
./audios/SP_D2_360_1168.19047_1169.91815.wav;1168,19047;1169,91815;existe [alguma lei assim?;existe alguma lei assim;1,727679999999964;existe alguma téia de eté;siscokumadegeseste;[{'text': 'existe', 'timestamp': (0.04, 0.4)}, {'text': 'alguma', 'timestamp': (0.46, 0.68)}, {'text': 'téia', 'timestamp': (0.76, 1.06)}, {'text': 'de', 'timestamp': (1.12, 1.18)}, {'text': 'eté', 'timestamp': (1.28, 1.5)}];0,75;0,6;0,8;0,391304347826087
./audios/SP_D2_360_1295.76892_1305.40787.wav;1295,76892;1305,40787;você falou em:: carreira... boa para a mulher né?... que tipo de carreiras... fora essa... seriam digamos CONveniente [( )?;você falou em carreira boa para a mulher né que tipo de carreiras fora essa seriam digamos conveniente;9,638950000000023;e famorem carreira ou outra mulher e que tipo de caveiras florescem seriam muito ganos convenente olha;fanbokaeɾavoltamuleoititipodekafledasporaestseliɡodiboskugemeteɔdaatu;[{'text': 'e', 'timestamp': (0.16, 0.18)}, {'text': 'famorem', 'timestamp': (0.24, 0.68)}, {'text': 'carreira', 'timestamp': (0.96, 1.4)}, {'text': 'ou', 'timestamp': (1.78, 1.82)}, {'text': 'outra', 'timestamp': (1.9, 2.1)}, {'text': 'mulher', 'timestamp': (2.18, 2.4)}, {'text': 'e', 'timestamp': (3.12, 3.14)}, {'text': 'que', 'timestamp': (3.34, 3.42)}, {'text': 'tipo', 'timestamp': (3.52, 3.74)}, {'text': 'de', 'timestamp': (3.82, 3.88)}, {'text': 'caveiras', 'timestamp': (3.96, 4.48)}, {'text': 'florescem', 'timestamp': (5.16, 5.78)}, {'text': 'seriam', 'timestamp': (6.4, 6.68)}, {'text': 'muito', 'timestamp': (6.74, 6.9)}, {'text': 'ganos', 'timestamp': (6.98, 7.24)}, {'text': 'convenente', 'timestamp': (7.44, 8.16)}, {'text': 'olha', 'timestamp': (8.82, 9.0)}];0,7777777777777778;0,7368421052631579;0,9183006535947712;0,35294117647058826
