path;start_sec;end_sec;mark;sentence;duration;prediction;phones;timestamps;wer;mer;wil;cer
./audios/SP_EF_405_0.05869_6.01037.wav;0,05869;6,01037;então nós vamos começar pela Pré-História... hoje:: exatamente pelo período do Paleolítico;então nós vamos começar pela préhistória hoje exatamente pelo período do paleolítico;5,95168;então la juntos começar pela preistória hoje exatamente pelo período do faronis;banakuskomesatelapraisaəprʃiizatamiːntteledidtuparlonit;[{'text': 'então', 'timestamp': (0.08, 0.24)}, {'text': 'la', 'timestamp': (0.32, 0.38)}, {'text': 'juntos', 'timestamp': (0.48, 0.72)}, {'text': 'começar', 'timestamp': (0.8, 1.16)}, {'text': 'pela', 'timestamp': (1.28, 1.44)}, {'text': 'preistória', 'timestamp': (1.56, 2.34)}, {'text': 'hoje', 'timestamp': (2.86, 3.22)}, {'text': 'exatamente', 'timestamp': (3.4, 4.0)}, {'text': 'pelo', 'timestamp': (4.1, 4.24)}, {'text': 'período', 'timestamp': (4.34, 4.76)}, {'text': 'do', 'timestamp': (5.06, 5.12)}, {'text': 'faronis', 'timestamp': (5.24, 5.8)}];0,3333333333333333;0,3333333333333333;0,5555555555555556;0,20238095238095238
./audios/SP_EF_405_6.01037_9.03405.wav;6,01037;9,03405;a arte... no período Paleolítico;a arte no período paleolítico;3,0236800000000006;barate no período valoramente;arʃuunteɲtofɛvorit;[{'text': 'barate', 'timestamp': (0.06, 0.58)}, {'text': 'no', 'timestamp': (1.32, 1.38)}, {'text': 'período', 'timestamp': (1.44, 1.84)}, {'text': 'valoramente', 'timestamp': (1.96, 2.68)}];0,6;0,6;0,8;0,41379310344827586
./audios/SP_EF_405_10.02_15.39081.wav;10,02;15,39081;o Paleolítico é período... da Pedra Lascada... como vocês todos sabem não é?;o paleolítico é período da pedra lascada como vocês todos sabem não é;5,3708100000000005;o paranínte co é o período da pedra latada como vocês todos sabem né;uparendjusikulɛtdjududakiabrarafkadakomuosuisotsatihe;[{'text': 'o', 'timestamp': (0.04, 0.06)}, {'text': 'paranínte', 'timestamp': (0.12, 0.72)}, {'text': 'co', 'timestamp': (0.8, 0.9)}, {'text': 'é', 'timestamp': (0.96, 0.98)}, {'text': 'o', 'timestamp': (1.06, 1.08)}, {'text': 'período', 'timestamp': (1.14, 1.56)}, {'text': 'da', 'timestamp': (1.92, 1.98)}, {'text': 'pedra', 'timestamp': (2.08, 2.32)}, {'text': 'latada', 'timestamp': (2.42, 3.08)}, {'text': 'como', 'timestamp': (3.62, 3.76)}, {'text': 'vocês', 'timestamp': (3.84, 4.06)}, {'text': 'todos', 'timestamp': (4.16, 4.4)}, {'text': 'sabem', 'timestamp': (4.5, 4.82)}, {'text': 'né', 'timestamp': (4.98, 5.14)}];0,46153846153846156;0,4;0,554945054945055;0,2028985507246377
./audios/SP_EF_405_16.17277_20.7986.wav;16,17277;20,7986;e... tem uma duração de aproximadamente de seiscentos mil anos;e tem uma duração de aproximadamente de seiscentos mil anos;4,6258300000000006;e tem uma duração de atranfimadamente sem cinentos mil anos;itmaturasjɔnʒatrɛsmadamisseskensiuw;[{'text': 'e', 'timestamp': (0.08, 0.1)}, {'text': 'tem', 'timestamp': (0.88, 0.98)}, {'text': 'uma', 'timestamp': (1.1, 1.2)}, {'text': 'duração', 'timestamp': (1.3, 1.74)}, {'text': 'de', 'timestamp': (1.9, 1.96)}, {'text': 'atranfimadamente', 'timestamp': (2.04, 2.98)}, {'text': 'sem', 'timestamp': (3.1, 3.2)}, {'text': 'cinentos', 'timestamp': (3.36, 3.82)}, {'text': 'mil', 'timestamp': (3.96, 4.08)}, {'text': 'anos', 'timestamp': (4.3, 4.56)}];0,3;0,3;0,51;0,1694915254237288
./audios/SP_EF_405_21.4145_29.10882.wav;21,4145;29,10882;seria exatamente... pegando a fase da evolução do homem... enquanto o homem sapiens;seria exatamente pegando a fase da evolução do homem enquanto o homem sapiens;7,694320000000001;seria exatamente pegando a fávida evolução do homem envando no homem em sapla;sidjzakamɪitɪdɛɡɛataddrɡsɔduɻɛʁnɪntɛrmoɻamɪŋsablo;[{'text': 'seria', 'timestamp': (0.08, 0.3)}, {'text': 'exatamente', 'timestamp': (0.38, 1.24)}, {'text': 'pegando', 'timestamp': (1.94, 2.32)}, {'text': 'a', 'timestamp': (2.4, 2.42)}, {'text': 'fávida', 'timestamp': (2.66, 3.14)}, {'text': 'evolução', 'timestamp': (3.24, 3.9)}, {'text': 'do', 'timestamp': (4.12, 4.2)}, {'text': 'homem', 'timestamp': (4.28, 4.66)}, {'text': 'envando', 'timestamp': (5.94, 6.28)}, {'text': 'no', 'timestamp': (6.32, 6.38)}, {'text': 'homem', 'timestamp': (6.44, 6.66)}, {'text': 'em', 'timestamp': (6.74, 6.78)}, {'text': 'sapla', 'timestamp': (6.88, 7.3)}];0,46153846153846156;0,42857142857142855;0,621301775147929;0,19480519480519481
./audios/SP_EF_405_29.38639_36.06649.wav;29,38639;36,06649;que já deixou de ser macaco... passou... a usar a inteligência... a conseguir fazer coisas;que já deixou de ser macaco passou a usar a inteligência a conseguir fazer coisas;6,680100000000003;se janeiro fosse cem macaco passa a usar inteligência a cont de fazer coisas;izadeɾikantkemakakopassearudarinteliʒensijaakonsdifalbeɾkozə;[{'text': 'se', 'timestamp': (0.02, 0.1)}, {'text': 'janeiro', 'timestamp': (0.16, 0.42)}, {'text': 'fosse', 'timestamp': (0.54, 0.74)}, {'text': 'cem', 'timestamp': (0.82, 0.9)}, {'text': 'macaco', 'timestamp': (1.0, 1.54)}, {'text': 'passa', 'timestamp': (2.14, 2.56)}, {'text': 'a', 'timestamp': (3.08, 3.1)}, {'text': 'usar', 'timestamp': (3.24, 3.48)}, {'text': 'inteligência', 'timestamp': (3.64, 4.46)}, {'text': 'a', 'timestamp': (4.74, 4.76)}, {'text': 'cont', 'timestamp': (4.88, 5.06)}, {'text': 'de', 'timestamp': (5.28, 5.34)}, {'text': 'fazer', 'timestamp': (5.48, 5.84)}, {'text': 'coisas', 'timestamp': (6.06, 6.52)}];0,6;0,5625;0,7666666666666666;0,2839506172839506
./audios/SP_EF_405_38.47988_46.44949.wav;38,47988;46,44949;e como a gente vê é um período... eNORme... frente ao que a gente conhece da história humana;e como a gente vê é um período enorme frente ao que a gente conhece da história humana;7,969609999999996;e quando a gente de á um períúdo enorme frente a que a gente conhece da histobra humana;hikenausudɛatuɲudukɛrmaːrkennʃiakehiskoɲɛdaspaɾatumata;[{'text': 'e', 'timestamp': (0.08, 0.1)}, {'text': 'quando', 'timestamp': (0.18, 0.32)}, {'text': 'a', 'timestamp': (0.4, 0.42)}, {'text': 'gente', 'timestamp': (0.46, 0.7)}, {'text': 'de', 'timestamp': (0.8, 0.88)}, {'text': 'á', 'timestamp': (1.08, 1.1)}, {'text': 'um', 'timestamp': (1.18, 1.22)}, {'text': 'períúdo', 'timestamp': (1.3, 1.88)}, {'text': 'enorme', 'timestamp': (2.96, 3.72)}, {'text': 'frente', 'timestamp': (4.44, 4.88)}, {'text': 'a', 'timestamp': (5.06, 5.08)}, {'text': 'que', 'timestamp': (5.22, 5.3)}, {'text': 'a', 'timestamp': (5.34, 5.36)}, {'text': 'gente', 'timestamp': (5.4, 5.6)}, {'text': 'conhece', 'timestamp': (5.7, 6.24)}, {'text': 'da', 'timestamp': (6.4, 6.46)}, {'text': 'histobra', 'timestamp': (6.52, 7.08)}, {'text': 'humana', 'timestamp': (7.32, 7.76)}];0,3333333333333333;0,3333333333333333;0,5555555555555556;0,1511627906976744
./audios/SP_EF_405_46.7656_50.03817.wav;46,7656;50,03817;seiscentos mil anos... é MUIto tempo;seiscentos mil anos é muito tempo;3,2725700000000018;tem sento mil anos tem muito tempo;tsɛntjuwanmmudotempo;[{'text': 'tem', 'timestamp': (0.06, 0.14)}, {'text': 'sento', 'timestamp': (0.24, 0.52)}, {'text': 'mil', 'timestamp': (0.6, 0.7)}, {'text': 'anos', 'timestamp': (0.84, 1.14)}, {'text': 'tem', 'timestamp': (1.94, 2.02)}, {'text': 'muito', 'timestamp': (2.14, 2.46)}, {'text': 'tempo', 'timestamp': (2.62, 3.0)}];0,5;0,42857142857142855;0,6190476190476191;0,24242424242424243
./audios/SP_EF_405_52.41971_57.75536.wav;52,41971;57,75536;as:: manifestações artísticas começaram a aparecer no Paleolítico Superior;as manifestações artísticas começaram a aparecer no paleolítico superior;5,335650000000001;as maspensações artísticas começaram a acarecir no panolítico superior;alamstepasdatistʃkɛskomɛnsaʁakalikunopannutpsufidu;[{'text': 'as', 'timestamp': (0.06, 0.2)}, {'text': 'maspensações', 'timestamp': (0.5, 1.36)}, {'text': 'artísticas', 'timestamp': (1.44, 2.16)}, {'text': 'começaram', 'timestamp': (2.28, 2.74)}, {'text': 'a', 'timestamp': (2.78, 2.8)}, {'text': 'acarecir', 'timestamp': (2.84, 3.3)}, {'text': 'no', 'timestamp': (3.68, 3.74)}, {'text': 'panolítico', 'timestamp': (3.8, 4.44)}, {'text': 'superior', 'timestamp': (4.56, 5.02)}];0,3333333333333333;0,3333333333333333;0,5555555555555556;0,125
./audios/SP_EF_405_59.08743_70.7821.wav;59,08743;70,7821;especificamente no Período... Magdalense que é o último período do Paleolítico... e que vai abranger... aproximadamente de vinte mil... a doze mil antes de Cristo;especificamente no período magdalense que é o último período do paleolítico e que vai abranger aproximadamente de vinte mil a doze mil antes de cristo;11,694670000000002;pecificamente no período madadenente de ao último período do faleiromuto eque vai abranger atransfomadamente de vinte mil adorze mil antos de criso;pisurkikabenʃinukejudumadaɛnemdarusmsɡindofalorurjukaatenzeapresumadaminsdiismatordinijuwansistiki;[{'text': 'pecificamente', 'timestamp': (0.04, 1.14)}, {'text': 'no', 'timestamp': (1.42, 1.48)}, {'text': 'período', 'timestamp': (1.58, 2.08)}, {'text': 'madadenente', 'timestamp': (2.68, 3.56)}, {'text': 'de', 'timestamp': (3.72, 3.78)}, {'text': 'ao', 'timestamp': (3.84, 3.88)}, {'text': 'último', 'timestamp': (3.98, 4.32)}, {'text': 'período', 'timestamp': (4.42, 4.78)}, {'text': 'do', 'timestamp': (4.84, 4.88)}, {'text': 'faleiromuto', 'timestamp': (4.96, 5.6)}, {'text': 'eque', 'timestamp': (6.22, 6.36)}, {'text': 'vai', 'timestamp': (6.44, 6.56)}, {'text': 'abranger', 'timestamp': (6.68, 7.16)}, {'text': 'atransfomadamente', 'timestamp': (7.6, 8.72)}, {'text': 'de', 'timestamp': (8.8, 8.86)}, {'text': 'vinte', 'timestamp': (8.98, 9.26)}, {'text': 'mil', 'timestamp': (9.36, 9.48)}, {'text': 'adorze', 'timestamp': (9.94, 10.38)}, {'text': 'mil', 'timestamp': (10.52, 10.66)}, {'text': 'antos', 'timestamp': (10.8, 11.02)}, {'text': 'de', 'timestamp': (11.12, 11.18)}, {'text': 'criso', 'timestamp': (11.26, 11.56)}];0,52;0,52;0,7381818181818183;0,19333333333333333
