start_sec;end_sec;mark;text;duration
0,11046;23,56936;Marlene... gostaria que você dissesse para gente... tudo o que você souber... a respeito de profissões:: de ofícios... quais as profissões que você acha que são mais valorizadas atualmente... qual profissão que você aconselharia para alguém que por acaso viesse... éh pedir um conselho para você... que profissão deveria seguir... éh:: que profissão você aconselharia no caso tudo o que você tiver para dizer para gente a respeito de profissões;marlene gostaria que você dissesse para gente tudo o que você souber a respeito de profissões de ofícios quais as profissões que você acha que são mais valorizadas atualmente qual profissão que você aconselharia para alguém que por acaso viesse eh pedir um conselho para você que profissão deveria seguir eh que profissão você aconselharia no caso tudo o que você tiver para dizer para gente a respeito de profissões;23,4589
73,73345;74,0812;[(hum);uh;0,3477499999999907
76,89951;77,29554;[certo;certo;0,3960299999999961
270,14092;275,61098;e pruma pessoa que não tem grau de escolaridade quais as chances de trabalho que ela a/... que ela pode achar?;e pruma pessoa que não tem grau de escolaridade quais as chances de trabalho que ela a que ela pode achar;5,4700599999999895
405,77175;406,96109;como é que você classificaria?;como é que você classificaria;1,1893400000000156
406,96109;409,74383;quem seriam essas pessoas::... sem escolaridade?;quem seriam essas pessoas sem escolaridade;2,7827399999999898
409,74383;410,7407;como é que você chamaria?;como é que você chamaria;0,9968700000000013
423,23771;423,4336;[é;é;0,19589000000001988
423,4336;424,24695;que profissões?;que profissões;0,813350000000014
424,24695;425,45138;que profissões elas exercem?;que profissões elas exercem;1,2044299999999453
425,45138;426,81751;desculpe a pergunta foi feita mal feita;desculpe a pergunta foi feita mal feita;1,3661300000000551
427,03379;428,7465;que profissões exercem essas pessoas?;que profissões exercem essas pessoas;1,7127100000000155
506,26324;506,78365;[uhn uhn;uh uh;0,5204100000000267
551,68536;558,05697;e uma pessoa que não tem escolaridade que se especializa em alguma ramo... quais seriam essas:: especialidades?;e uma pessoa que não tem escolaridade que se especializa em alguma ramo quais seriam essas especialidades;6,371610000000032
558,20827;559,22915;que ela poderia fazer?;que ela poderia fazer;1,0208800000000338
635,00211;641,21682;Marlene quais os ramos da Medicina da Engenharia e da Advocacia... que você conhece?;marlene quais os ramos da medicina da engenharia e da advocacia que você conhece;6,214709999999968
646,59567;646,95657;isso;isso;0,3609000000000151
646,95657;650,44174;especialidades como é que elas se subdividem em cada uma delas?;especialidades como é que elas se subdividem em cada uma delas;3,4851699999999255
669,12819;669,47573;[isso;isso;0,34753999999998086
674,70673;674,9966;[uhn uhn;uh uh;0,2898699999999508
680,08506;680,4682;uhn uhn;uh uh;0,3831400000000258
752,6563;755,07041;quando você tem algum problema de vista você recorre a quem?;quando você tem algum problema de vista você recorre a quem;2,4141100000000506
763,68962;771,41123;escuta... e quando você tem problema dentário você escolhe um:: dentista com uma determinada especialiDAde ou qualquer um serve?;escuta e quando você tem problema dentário você escolhe um dentista com uma determinada especialidade ou qualquer um serve;7,721610000000055
830,74467;838,59626;Marlene... éh:: dentro do campo da Engenharia... éh:: quais os ramos que você acha que são mais procurados?;marlene eh dentro do campo da engenharia eh quais os ramos que você acha que são mais procurados;7,851589999999987
851,34781;851,9185;uhn uhn;uh uh;0,5706900000000132
856,26395;859,17222;e dentro do campo da Medicina... e::: do Direito?;e dentro do campo da medicina e do direito;2,908270000000016
943,05271;943,4595;uhn uhn;uh uh;0,4067900000000009
947,26257;951,28054;você poderia nos dizer... éh que profissões liberais existem no Brasil?;você poderia nos dizer eh que profissões liberais existem no brasil;4,017969999999991
963,73206;965,76152;pode tomar um cafezinho viu? ((risos));pode tomar um cafezinho viu;2,029459999999972
1043,42799;1043,99813;[uhn uhn;uh uh;0,5701400000000376
1055,82423;1056,18522;[uhn uhn;uh uh;0,36099000000012893
1057,23479;1067,50709;na construção de uma casa por exemplo... eu gostaria que você dissesse assim... todos os profissionais que poderiam trabalhar... para essa cros/... para essa construção;na construção de uma casa por exemplo eu gostaria que você dissesse assim todos os profissionais que poderiam trabalhar para essa cros para essa construção;10,272300000000087
1116,76148;1119,16628;e por quem seria feita a:: planta da casa?;e por quem seria feita a planta da casa;2,404800000000023
1125,97354;1126,36859;uhn uhn;uh uh;0,39505000000008295
1146,42629;1150,70519;como você falou em pintor se você tivesse que pintar um quadro que que você iria comprar?;como você falou em pintor se você tivesse que pintar um quadro que que você iria comprar;4,278899999999794
1156,68731;1157,09118;uhn;uh;0,40386999999986983
1190,95134;1194,43733;ahn atualmente estão surgindo... campos novos né?;ah atualmente estão surgindo campos novos né;3,4859899999999016
1194,43733;1195,57272;na área de profissão;na área de profissão;1,1353899999999157
1195,98447;1200,86035;que profissionais você acha que:: estão se formando agora e que antes não teriam?;que profissionais você acha que estão se formando agora e que antes não teriam;4,875879999999825
1276,9246;1283,67215;e:: para você decorar sua casa... você mesmo que decora ou você chama alguma pessoa especializada?;e para você decorar sua casa você mesmo que decora ou você chama alguma pessoa especializada;6,747550000000047
1329,03176;1331,97468;escuta e numa escola quais os profissionais que tem?;escuta e numa escola quais os profissionais que tem;2,9429199999999582
1332,05818;1333,74496;além do professor é lógico;além do professor é lógico;1,6867799999999988
1407,30261;1414,20137;escuta... e no campo da ciência além do médico que você já falou... quais os profissionais que poderiam se formar?;escuta e no campo da ciência além do médico que você já falou quais os profissionais que poderiam se formar;6,898760000000038
1498,63728;1502,4131;dentro de um hospital... além do médico... quais as profissões?;dentro de um hospital além do médico quais as profissões;3,775820000000067
1503,16013;1506,98383;quais os outros profissionais aliás que:: que trabalham dentro de um hospital?;quais os outros profissionais aliás que que trabalham dentro de um hospital;3,823699999999917
1595,55117;1595,93034;uhn uhn;uh uh;0,37916999999993095
1597,60071;1601,23348;éh::... dentro de um jornal que profissionais que você conhece que trabalham?;eh dentro de um jornal que profissionais que você conhece que trabalham;3,632770000000164
1643,97406;1648,1832;escuta e no campo artístico... quais são as chances profissionais::?;escuta e no campo artístico quais são as chances profissionais;4,209139999999934
1648,1832;1649,55717;e no campo da arte também;e no campo da arte também;1,3739700000000994
1703,60876;1712,35261;escuta... e esses artistas ou::... os que quiserem se dedicar à arte que vão para o estrangeiro que tipo de arte que eles iriam fazer no estrangeiro?;escuta e esses artistas ou os que quiserem se dedicar à arte que vão para o estrangeiro que tipo de arte que eles iriam fazer no estrangeiro;8,743849999999838
1809,99018;1816,31904;escuta Marlene numa:: casa de família... por exemplo... que profissionais não liberais poderiam trabalhar?;escuta marlene numa casa de família por exemplo que profissionais não liberais poderiam trabalhar;6,328860000000077
1817,88316;1818,11123;[(é);é;0,22806999999988875
1821,69536;1822,42098;(NÃO liberais);não liberais;0,7256200000001627
1829,54784;1830,71635;não escolarizados;não escolarizados;1,1685099999999693
1830,71635;1831,41382;desculpe;desculpe;0,6974700000000666
1831,85021;1832,50348;que profissionais;que profissionais;0,6532700000000204
1832,50348;1833,01794;nã/ não;nã não;0,5144599999998718
1833,18681;1833,23585;tsc;tsc;0,049040000000104556
1833,67622;1834,57881;é o cansaço;é o cansaço;0,9025899999999183
1834,94209;1837,32242;(o profissionais) não escolarizados poderiam trabalhar?;o profissionais não escolarizados poderiam trabalhar;2,380329999999958
1838,15704;1838,55136;[isso;isso;0,39431999999987966
1872,73528;1873,20886;quais?;quais;0,4735799999998562
1905,6374;1911,62478;além da empregada existiria alguma outra pessoa que pudesse trabalhar para você para te poupar do serviço doméstico?;além da empregada existiria alguma outra pessoa que pudesse trabalhar para você para te poupar do serviço doméstico;5,98738000000003
1912,20701;1914,722;para te poupar de fazer qualquer tipo de serviço doméstico;para te poupar de fazer qualquer tipo de serviço doméstico;2,514989999999898
1916,54956;1920,31187;cada empregada assim:: com a sua função::... ou não?;cada empregada assim com a sua função ou não;3,7623100000000704
1952,96203;1953,43127;[uhn uhn;uh uh;0,4692400000001271
1958,50172;1968,35783;escuta caso você morasse numa casa... e:: para que você dormisse sossegada... que profissional você colocaria... para:: para sua proteção?;escuta caso você morasse numa casa e para que você dormisse sossegada que profissional você colocaria para para sua proteção;9,856109999999944
1999,58287;2003,06844;escuta e quando você vai fazer suas roupas aonde é que você manda fazer?;escuta e quando você vai fazer suas roupas aonde é que você manda fazer;3,4855700000000525
2046,47931;2049,31196;não sei se você tem cachorro (dentro d/)... aqui não tem cachorro não?;não sei se você tem cachorro dentro d aqui não tem cachorro não;2,832650000000058
2050,07425;2060,85898;(então) vamos supor caso você tivesse um cachorro... e ele apresentasse (alguém) assim alguns sintomas de doença... éh você mesma procuraria... curá-lo... ou você recorreria a alguém?;então vamos supor caso você tivesse um cachorro e ele apresentasse alguém assim alguns sintomas de doença eh você mesma procuraria curálo ou você recorreria a alguém;10,784729999999854
2165,29844;2167,36475;e qual é o ramo da medicina que você procurava?;e qual é o ramo da medicina que você procurava;2,0663100000001577
2169,38664;2169,78974;(uhn uhn);uh uh;0,4030999999999949
2171,5015;2179,07019;escuta num prédio... quem é que cuida dos interesses::... do do pessoal e quem é que zela pela proteção do prédio?;escuta num prédio quem é que cuida dos interesses do do pessoal e quem é que zela pela proteção do prédio;7,5686900000000605
0,11046;0,61615;Marlene;marlene;0,50569
1,20057;2,68047;gostaria que você dissesse para gente;gostaria que você dissesse para gente;1,4799000000000002
2,89225;3,82664;tudo o que você souber;tudo o que você souber;0,9343899999999996
4,12318;5,69809;a respeito de profissões::;a respeito de profissões;1,57491
5,69809;6,47618;de ofícios;de ofícios;0,7780900000000006
6,93405;10,21234;quais as profissões que você acha que são mais valorizadas atualmente;quais as profissões que você acha que são mais valorizadas atualmente;3,2782899999999993
11,01209;14,29017;qual profissão que você aconselharia para alguém que por acaso viesse;qual profissão que você aconselharia para alguém que por acaso viesse;3,278079999999999
14,70353;14,94914;éh;eh;0,24560999999999922
14,94914;16,49084;pedir um conselho para você;pedir um conselho para você;1,5416999999999987
16,64;17,97617;que profissão deveria seguir;que profissão deveria seguir;1,3361699999999992
18,6045;18,925;éh::;eh;0,3204999999999991
18,925;21,03893;que profissão você aconselharia no caso;que profissão você aconselharia no caso;2,11393
21,03893;23,56936;tudo o que você tiver para dizer para gente a respeito de profissões;tudo o que você tiver para dizer para gente a respeito de profissões;2,530429999999999
73,73345;74,0812;[(hum);uh;0,3477499999999907
76,89951;77,29554;[certo;certo;0,3960299999999961
270,14092;272,66792;e pruma pessoa que não tem grau de escolaridade;e pruma pessoa que não tem grau de escolaridade;2,526999999999987
272,66792;274,36548;quais as chances de trabalho que ela a/;quais as chances de trabalho que ela a;1,69756000000001
274,57934;275,61098;que ela pode achar?;que ela pode achar;1,0316399999999817
405,77175;406,96109;como é que você classificaria?;como é que você classificaria;1,1893400000000156
406,96109;408,39982;quem seriam essas pessoas::;quem seriam essas pessoas;1,438729999999964
408,59616;409,74383;sem escolaridade?;sem escolaridade;1,147670000000005
409,74383;410,7407;como é que você chamaria?;como é que você chamaria;0,9968700000000013
423,23771;423,4336;[é;é;0,19589000000001988
423,4336;424,24695;que profissões?;que profissões;0,813350000000014
424,24695;425,45138;que profissões elas exercem?;que profissões elas exercem;1,2044299999999453
425,45138;425,84001;desculpe;desculpe;0,38863000000003467
425,84001;426,81751;a pergunta foi feita mal feita;a pergunta foi feita mal feita;0,9775000000000205
427,03379;428,7465;que profissões exercem essas pessoas?;que profissões exercem essas pessoas;1,7127100000000155
506,26324;506,78365;[uhn uhn;uh uh;0,5204100000000267
551,68536;553,8277;e uma pessoa que não tem escolaridade;e uma pessoa que não tem escolaridade;2,142340000000104
553,8277;555,68724;que se especializa em alguma ramo;que se especializa em alguma ramo;1,8595399999999245
556,02338;558,05697;quais seriam essas:: especialidades?;quais seriam essas especialidades;2,033590000000004
558,20827;559,22915;que ela poderia fazer?;que ela poderia fazer;1,0208800000000338
635,00211;635,37335;Marlene;marlene;0,3712399999999434
635,37335;639,83572;quais os ramos da Medicina da Engenharia e da Advocacia;quais os ramos da medicina da engenharia e da advocacia;4,462370000000078
640,28702;641,21682;que você conhece?;que você conhece;0,9298000000000002
646,59567;646,95657;isso;isso;0,3609000000000151
646,95657;648,04934;especialidades;especialidades;1,0927699999999732
648,04934;650,44174;como é que elas se subdividem em cada uma delas?;como é que elas se subdividem em cada uma delas;2,3923999999999523
669,12819;669,47573;[isso;isso;0,34753999999998086
674,70673;674,9966;[uhn uhn;uh uh;0,2898699999999508
680,08506;680,4682;uhn uhn;uh uh;0,3831400000000258
752,6563;754,11128;quando você tem algum problema de vista;quando você tem algum problema de vista;1,4549799999999777
754,11128;755,07041;você recorre a quem?;você recorre a quem;0,9591300000000729
763,68962;764,30869;escuta;escuta;0,6190699999999651
764,4107;766,60892;e quando você tem problema dentário;e quando você tem problema dentário;2,198219999999992
766,60892;770,21802;você escolhe um:: dentista com uma determinada especialiDAde;você escolhe um dentista com uma determinada especialidade;3,609100000000012
770,21802;771,41123;ou qualquer um serve?;ou qualquer um serve;1,1932100000000219
830,74467;831,29813;Marlene;marlene;0,5534599999999728
831,65485;831,97402;éh::;eh;0,3191699999999855
831,97402;834,15882;dentro do campo da Engenharia;dentro do campo da engenharia;2,1847999999999956
835,57146;835,93853;éh::;eh;0,36707000000001244
835,93853;838,59626;quais os ramos que você acha que são mais procurados?;quais os ramos que você acha que são mais procurados;2,657730000000015
851,34781;851,9185;uhn uhn;uh uh;0,5706900000000132
856,26395;857,61088;e dentro do campo da Medicina;e dentro do campo da medicina;1,3469299999999294
857,7603;859,17222;e::: do Direito?;e do direito;1,4119200000000092
943,05271;943,4595;uhn uhn;uh uh;0,4067900000000009
947,26257;948,64733;você poderia nos dizer;você poderia nos dizer;1,3847600000000284
948,90629;949,05703;éh;eh;0,15074000000004162
949,05703;951,28054;que profissões liberais existem no Brasil?;que profissões liberais existem no brasil;2,2235099999999193
963,73206;964,90373;pode tomar um cafezinho;pode tomar um cafezinho;1,1716699999999491
964,90373;965,09711;viu?;viu;0,1933800000000474
1043,42799;1043,99813;[uhn uhn;uh uh;0,5701400000000376
1055,82423;1056,18522;[uhn uhn;uh uh;0,36099000000012893
1057,23479;1058,61575;na construção de uma casa;na construção de uma casa;1,380959999999959
1058,61575;1059,35345;por exemplo;por exemplo;0,7377000000001317
1061,44775;1062,62306;eu gostaria que você dissesse assim;eu gostaria que você dissesse assim;1,175309999999854
1062,83785;1065,54092;todos os profissionais que poderiam trabalhar;todos os profissionais que poderiam trabalhar;2,703070000000025
1065,6992;1066,41711;para essa cros/;para essa cros;0,7179100000000744
