start_sec;end_sec;mark;text;duration
0,00482;3,89612;gostaríamos que (vocês) falassem a respeito da da cida::de e do comércio;gostaríamos que vocês falassem a respeito da da cidade e do comércio;3,8912999999999998
554,48222;556,25503;pena que se espere tanto né?;pena que se espere tanto né;1,7728100000000495
556,94351;558,32706;para tomar as medidas sérias;para tomar as medidas sérias;1,3835500000000138
916,67842;918,94386;e:: a opinião de vocês a respeito do metrô?;e a opinião de vocês a respeito do metrô;2,2654400000000123
2213,67618;2215,43096;se não acreditar não dá certo;se não acreditar não dá certo;1,7547800000002098
2862,53034;2864,0322;o importante é a data né?;o importante é a data né;1,5018600000003062
2977,88177;2980,4404;mais m/ vinte:: não trinta minutos;mais m vinte não trinta minutos;2,5586299999999937
2982,03516;2982,23134;é;é;0,19617999999991298
2987,70847;2991,34099;como:: como vocês veriam então a nossa vida no futuro?;como como vocês veriam então a nossa vida no futuro;3,632520000000113
2991,34099;2992,55605;NOssa mesmo;nossa mesmo;1,215059999999994
3279,52999;3281,72595;então... você quer dizer o esquema ocidental;então você quer dizer o esquema ocidental;2,1959600000000137
3856,26007;3857,78566;eu não posso dar opinião;eu não posso dar opinião;1,525590000000193
4545,84926;4548,09438;no penhasco... em vez do mar;no penhasco em vez do mar;2,245119999999588
4549,4666;4551,59983;quer dizer uma outra solução eles achariam;quer dizer uma outra solução eles achariam;2,133230000000367
4768,96846;4769,42101;acabou;acabou;0,4525499999999738
0,00482;3,10062;gostaríamos que (vocês) falassem a respeito da da cida::de;gostaríamos que vocês falassem a respeito da da cidade;3,0958
3,10062;3,89612;e do comércio;e do comércio;0,7954999999999997
554,48222;555,86241;pena que se espere tanto;pena que se espere tanto;1,3801899999999705
555,86241;556,25456;né?;né;0,3921500000000151
556,94351;558,32706;para tomar as medidas sérias;para tomar as medidas sérias;1,3835500000000138
916,67842;918,94386;e:: a opinião de vocês a respeito do metrô?;e a opinião de vocês a respeito do metrô;2,2654400000000123
948,66529;949,35216;vale a pena;vale a pena;0,686869999999999
2212,38373;2213,52535;o negócio do acreditar;o negócio do acreditar;1,1416199999998753
2213,52535;2213,67618;né?;né;0,15083000000004176
2213,67618;2215,43096;se não acreditar não dá certo;se não acreditar não dá certo;1,7547800000002098
2862,53034;2863,71248;o importante é a data;o importante é a data;1,182140000000345
2863,71248;2864,0322;né?;né;0,31971999999996115
2868,89466;2869,80855;é bom saber;é bom saber;0,913890000000265
2869,80855;2870,01875;né?;né;0,21019999999998618
2975,64997;2976,69416;está está ótimo;está está ótimo;1,0441900000000714
2977,88177;2979,34558;mais m/ vinte::;mais m vinte;1,4638100000001941
2979,34558;2979,65334;não;não;0,30775999999968917
2979,65334;2980,4404;trinta minutos;trinta minutos;0,7870600000001104
2982,03516;2982,23134;é;é;0,19617999999991298
2987,70847;2988,47772;como::;como;0,769249999999829
2988,47772;2991,34099;como vocês veriam então a nossa vida no futuro?;como vocês veriam então a nossa vida no futuro;2,863270000000284
2991,34099;2992,55605;NOssa mesmo;nossa mesmo;1,215059999999994
3279,52999;3279,96665;então;então;0,43665999999984706
3280,1565;3281,72595;você quer dizer o esquema ocidental;você quer dizer o esquema ocidental;1,5694499999999607
3856,26007;3857,78566;eu não posso dar opinião;eu não posso dar opinião;1,525590000000193
4544,77294;4545,0437;né?;né;0,27076000000033673
4545,84926;4546,92575;no penhasco;no penhasco;1,0764900000003763
4547,24648;4548,09438;em vez do mar;em vez do mar;0,8478999999997541
4549,4666;4549,74489;quer dizer;quer dizer;0,2782900000001973
4549,74489;4551,59983;uma outra solução eles achariam;uma outra solução eles achariam;1,8549400000001697
4768,96846;4769,42101;acabou;acabou;0,4525499999999738
5,82915;7,10246;tem saído ultimamente?;tem saído ultimamente;1,2733099999999995
7,51657;8,05338;de carro?;de carro;0,5368100000000009
14,63448;15,54521;pegar a cidade;pegar a cidade;0,9107300000000009
46,64726;46,97062;hum;uh;0,3233599999999939
64,80258;69,30296;eu estava lembrando... que eu ia muito lá quando eu tinha sete nove onze;eu estava lembrando que eu ia muito lá quando eu tinha sete nove onze;4,500379999999993
70,06566;71,2507;(estava) com a titia sabe?;estava com a titia sabe;1,1850400000000008
72,48432;75,39567;e::... está muito pior a cidade;e está muito pior a cidade;2,9113499999999988
