start_sec;end_sec;mark;text;duration
73,67516;76,34545;e o que que você costuma comer em cada uma dessas refeições?;e o que que você costuma comer em cada uma dessas refeições;2,6702899999999943
86,24799;89,94665;desde o café da manhã até a hora do jantar o que você costuma comer em cada um deles?;desde o café da manhã até a hora do jantar o que você costuma comer em cada um deles;3,698660000000004
109,68233;115,74302;existe alguma predileção assim... que você tem na comida do almoço:: e a comida do jantar ou não?;existe alguma predileção assim que você tem na comida do almoço e a comida do jantar ou não;6,060690000000008
143,47652;144,08974;uhum;aham;0,6132200000000125
144,93818;149,33479;e quando você não come em casa onde você costumar comer e o que você costuma comer?;e quando você não come em casa onde você costumar comer e o que você costuma comer;4,39661000000001
174,1297;174,8191;não gosta?;não gosta;0,6893999999999778
196,43382;199,17848;e quando você é obrigada a comer fora de casa onde é que você vai?;e quando você é obrigada a comer fora de casa onde é que você vai;2,7446600000000103
222,90251;223,53163;(em casa);em casa;0,6291200000000003
224,15571;225,9168;e no café da manha o que é que você come?;e no café da manha o que é que você come;1,7610899999999958
236,18268;237,68487;assim continua o regime;assim continua o regime;1,5021899999999846
276,72475;279,37777;e junto às refeições você costuma tomar alguma coisa?;e junto às refeições você costuma tomar alguma coisa;2,6530200000000264
291,15286;291,66957;uhum;aham;0,516710000000046
291,66957;292,98876;você disse que você faz regime ou não?;você disse que você faz regime ou não;1,3191899999999919
294,63059;296,86683;então... e qual era a dieta do seu regime?;então e qual era a dieta do seu regime;2,2362400000000093
354,74169;358,12;e as frutas são selecionadas ou você pode comer qualquer tipo de fruta?;e as frutas são selecionadas ou você pode comer qualquer tipo de fruta;3,378309999999999
396,6;400,39127;quando você vai a uma festa o que que você tem predileção para comer?;quando você vai a uma festa o que que você tem predileção para comer;3,7912699999999973
400,39127;402,62894;qual os quais são os seus pratos prediletos?;qual os quais são os seus pratos prediletos;2,23766999999998
433,91312;435,40402;que tipo de doce você gosta?;que tipo de doce você gosta;1,4909000000000106
458,31555;461,84943;escuta Renata e:: normalmente o que que você come de sobremesa?;escuta renata e normalmente o que que você come de sobremesa;3,5338800000000106
505,27804;512,99681;escuta... você falou que você::... gosta muito de frutas também né?... eu queria saber quais as frutas que você mais gosta;escuta você falou que você gosta muito de frutas também né eu queria saber quais as frutas que você mais gosta;7,718770000000006
543,6696;549,89349;você disse que gosta de ca::rne... que tipo de carne que você gosta e quais os seus pratos prediletos que são feitos com carne?;você disse que gosta de carne que tipo de carne que você gosta e quais os seus pratos prediletos que são feitos com carne;6,223890000000097
554,64966;555,28;também;também;0,6303399999999328
585,48816;585,88977;uhum;aham;0,40161000000000513
590,84949;595,01282;e há alguma parte do frango que você tenha predileÇÃO ou você gosta de todas?;e há alguma parte do frango que você tenha predileção ou você gosta de todas;4,163330000000087
618,58234;622,3127;e em relação aos aos produtos do mar você gosta de alguns?;e em relação aos aos produtos do mar você gosta de alguns;3,730359999999905
650,9398;654,21824;e quais os pratos que você conhece que são feitos à base da pesca?;e quais os pratos que você conhece que são feitos à base da pesca;3,278440000000046
663,24597;663,73038;uhum;aham;0,48440999999991163
665,03971;668,88243;escuta e quais os componentes::... de uma feijoada?;escuta e quais os componentes de uma feijoada;3,8427199999999857
669,0733;669,64327;você sabe?;você sabe;0,5699700000000121
694,12548;694,66977;hã;ah;0,5442899999999327
733,54709;733,9753;hã;ah;0,4282099999999218
736,1745;736,52694;hum;uh;0,3524400000000014
754,01556;756,17499;e como é que prepara isso tudo você sabe?;e como é que prepara isso tudo você sabe;2,1594299999999294
