start_sec;end_sec;mark;duration
0,0;0,00488;...;0,00488
11,53768;12,47207;...;0,9343900000000005
13,97424;56,16052;...;42,18628
57,01052;76,22865;...;19,218130000000002
76,71242;82,25064;...;5,53822000000001
84,08563;102,79766;...;18,71203
108,56417;124,67307;...;16,10889999999999
125,89033;132,88582;...;6,9954899999999895
133,24044;139,07031;...;5,82987
141,06401;148,3798;...;7,315789999999993
148,3798;148,85547;[uhum;0,47567000000000803
148,85547;181,48084;...;32,625370000000004
183,94336;216,20914;...;32,26577999999998
219,85148;251,78869;...;31,937209999999993
251,78869;252,7934;eu não sei a [pre/];1,0047099999999887
252,7934;264,02307;...;11,229670000000027
264,37847;278,08816;...;13,709690000000023
285,79092;287,2438;...;1,4528799999999933
294,70103;316,71582;...;22,014790000000005
321,80567;322,54916;...;0,7434899999999516
323,52306;326,60345;...;3,0803900000000226
328,55751;364,33743;...;35,779920000000004
364,33743;370,91879;o o o senhor está lidando com gente ignorante de cidade... o senhor falou que enxada é diferente do enxadão por [quê?;6,581360000000018
370,91879;390,03114;...;19,112349999999992
390,34005;390,86707;...;0,5270199999999932
395,30725;412,10753;...;16,800279999999987
412,10753;414,12498;[tinha uma técnica especial para isso?;2,0174499999999966
414,12498;421,08371;...;6,958730000000003
421,5;428,85532;...;7,355320000000006
428,85532;430,03714;é é [mecanizada?;1,181820000000016
430,03714;430,59902;...;0,5618799999999737
431,15734;431,96;...;0,802660000000003
435,56329;441,03978;...;5,4764900000000125
441,71287;442,49824;...;0,7853700000000003
448,86181;450,11779;...;1,2559800000000223
450,11779;451,26434;que se faz na [terra?;1,1465499999999906
451,26434;470,63153;...;19,367189999999994
470,96248;480,17475;...;9,21226999999999
480,45508;490,90885;...;10,453769999999963
493,81164;512,86201;...;19,050370000000044
512,86201;517,19877;tem um nome esse tipo de:: de... [plantação (assim quando se mistura)?;4,336759999999913
517,19877;542,99402;...;25,79525000000001
544,26;553,27796;...;9,017960000000016
557,53681;595,41402;...;37,877210000000105
595,41402;597,77716;[sabe como é que se chama esse ato de passar a mão no [galho?;2,3631399999999303
597,77716;613,36211;...;15,584950000000049
613,36211;619,69014;e depois que se hã que se pan/ esse vai esse grão vai para o... vai para o pano ou não ou o pano é só para:: ah:: [( );6,3280300000000125
619,69014;631,60749;...;11,917349999999942
632,84376;660,68208;...;27,838320000000067
661,6828;696,55223;...;34,869429999999966
697,77276;699,47766;...;1,704900000000066
702,68083;730,83434;...;28,153509999999983
733,06533;735,46426;...;2,3989299999999503
735,46426;737,54146;com algum:: instrumento [especial?;2,0772000000000617
737,54146;739,96902;...;2,4275599999999713
739,96902;742,26863;[((risos));2,2996100000000297
742,26863;744,28;...;2,0113699999999426
744,91967;745,25826;...;0,33858999999995376
745,25826;747,02055;éh e essa [peça de madeira?;1,7622900000000072
747,02055;752,96478;...;5,944230000000061
753,45754;754,66212;...;1,2045799999999645
757,56139;764,56621;...;7,004819999999995
764,77537;772,3635;...;7,588130000000092
779,0;803,09558;...;24,09558000000004
806,08448;828,65463;...;22,570150000000012
829,20774;830,54149;...;1,333750000000009
830,54149;832,66157;e essa [roda d'água como é que era?;2,12008000000003
832,66157;875,06475;...;42,40318000000002
879,78;884,15009;...;4,370090000000005
888,74654;905,46048;...;16,71393999999998
906,04;915,08324;...;9,043240000000083
915,47609;915,98153;...;0,5054400000000214
918,34468;918,73996;...;0,395279999999957
922,99306;959,53085;...;36,53778999999997
961,45504;987,44721;...;25,992169999999987
989,62857;1031,75971;...;42,13114000000007
1035,76;1042,41553;...;6,655529999999999
1044,2593;1062,08489;...;17,825590000000147
